Evento,id_chamado,tipo,subtipo,id_bairro,situacao,tipo_situacao,status
Reveillon,18079555,Poluição sonora,Perturbação do sossego,20,Não Encerrado,Andamento,Em Andamento
Reveillon,18075893,Poluição sonora,Perturbação do sossego,20,Não Encerrado,Andamento,Em Andamento
Reveillon,18075894,Poluição sonora,Perturbação do sossego,24,Não Encerrado,Andamento,Em Andamento
Reveillon,18079550,Poluição sonora,Perturbação do sossego,24,Não Encerrado,Andamento,Em Andamento
Reveillon,18075942,Poluição sonora,Perturbação do sossego,25,Não Encerrado,Andamento,Em Andamento
Reveillon,18075939,Poluição sonora,Perturbação do sossego,25,Não Encerrado,Andamento,Em Andamento
Reveillon,18078854,Poluição sonora,Perturbação do sossego,25,Não Encerrado,Andamento,Em Andamento
Reveillon,18077790,Poluição sonora,Perturbação do sossego,25,Não Encerrado,Andamento,Em Andamento
Reveillon,18079243,Poluição sonora,Perturbação do sossego,33,Não Encerrado,Andamento,Em Andamento
Reveillon,18079118,Poluição sonora,Perturbação do sossego,34,Não Encerrado,Andamento,Em Andamento
Reveillon,18079147,Poluição sonora,Perturbação do sossego,36,Não Encerrado,Andamento,Em Andamento
Reveillon,18078829,Poluição sonora,Perturbação do sossego,36,Não Encerrado,Andamento,Em Andamento
Reveillon,18079154,Poluição sonora,Perturbação do sossego,36,Não Encerrado,Andamento,Em Andamento
Reveillon,18078416,Poluição sonora,Perturbação do sossego,36,Não Encerrado,Andamento,Em Andamento
Reveillon,18079138,Poluição sonora,Perturbação do sossego,36,Não Encerrado,Andamento,Em Andamento
Reveillon,18078356,Poluição sonora,Perturbação do sossego,45,Não Encerrado,Andamento,Em Andamento
Reveillon,18078336,Poluição sonora,Perturbação do sossego,63,Não Encerrado,Andamento,Em Andamento
Reveillon,18079228,Poluição sonora,Perturbação do sossego,71,Não Encerrado,Andamento,Em Andamento
Reveillon,18078403,Poluição sonora,Perturbação do sossego,74,Não Encerrado,Andamento,Em Andamento
Reveillon,18078209,Poluição sonora,Perturbação do sossego,74,Não Encerrado,Andamento,Em Andamento
Reveillon,18078357,Poluição sonora,Perturbação do sossego,75,Não Encerrado,Andamento,Em Andamento
Reveillon,18079241,Poluição sonora,Perturbação do sossego,76,Não Encerrado,Andamento,Em Andamento
Reveillon,18079423,Poluição sonora,Perturbação do sossego,76,Não Encerrado,Andamento,Em Andamento
Reveillon,18075963,Poluição sonora,Perturbação do sossego,77,Não Encerrado,Andamento,Em Andamento
Reveillon,18077762,Poluição sonora,Perturbação do sossego,83,Não Encerrado,Andamento,Em Andamento
Reveillon,18078456,Poluição sonora,Perturbação do sossego,83,Não Encerrado,Andamento,Em Andamento
Reveillon,18079140,Poluição sonora,Perturbação do sossego,89,Não Encerrado,Andamento,Em Andamento
Reveillon,18078353,Poluição sonora,Perturbação do sossego,106,Não Encerrado,Andamento,Em Andamento
Reveillon,18078254,Poluição sonora,Perturbação do sossego,119,Não Encerrado,Andamento,Em Andamento
Reveillon,18079544,Poluição sonora,Perturbação do sossego,128,Não Encerrado,Andamento,Em Andamento
Reveillon,18078835,Poluição sonora,Perturbação do sossego,128,Não Encerrado,Andamento,Em Andamento
Reveillon,18078296,Poluição sonora,Perturbação do sossego,132,Não Encerrado,Andamento,Em Andamento
Reveillon,18079576,Poluição sonora,Perturbação do sossego,132,Não Encerrado,Andamento,Em Andamento
Reveillon,18079587,Poluição sonora,Perturbação do sossego,132,Não Encerrado,Andamento,Em Andamento
Reveillon,18079582,Poluição sonora,Perturbação do sossego,139,Não Encerrado,Andamento,Em Andamento
Reveillon,18078455,Poluição sonora,Perturbação do sossego,141,Não Encerrado,Andamento,Em Andamento
Reveillon,18078245,Poluição sonora,Perturbação do sossego,141,Não Encerrado,Andamento,Em Andamento
Reveillon,18075943,Poluição sonora,Perturbação do sossego,146,Não Encerrado,Andamento,Em Andamento
Reveillon,18078377,Poluição sonora,Perturbação do sossego,161,Não Encerrado,Andamento,Em Andamento
Reveillon,18078383,Poluição sonora,Perturbação do sossego,161,Não Encerrado,Andamento,Em Andamento
Reveillon,18079077,Poluição sonora,Perturbação do sossego,24,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18079072,Poluição sonora,Perturbação do sossego,24,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18075937,Poluição sonora,Perturbação do sossego,43,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18078420,Poluição sonora,Perturbação do sossego,46,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18078548,Poluição sonora,Perturbação do sossego,49,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18078318,Poluição sonora,Perturbação do sossego,57,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18079335,Poluição sonora,Perturbação do sossego,61,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18077915,Poluição sonora,Perturbação do sossego,63,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18078963,Poluição sonora,Perturbação do sossego,71,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18078672,Poluição sonora,Perturbação do sossego,144,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18078366,Poluição sonora,Perturbação do sossego,144,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18078426,Poluição sonora,Perturbação do sossego,144,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18078428,Poluição sonora,Perturbação do sossego,147,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18078462,Poluição sonora,Perturbação do sossego,22,Encerrado,Não constatado,Não constatado
Reveillon,18078322,Poluição sonora,Perturbação do sossego,23,Encerrado,Não constatado,Não constatado
Reveillon,18076842,Poluição sonora,Perturbação do sossego,33,Encerrado,Não constatado,Não constatado
Reveillon,18076834,Poluição sonora,Perturbação do sossego,33,Encerrado,Não constatado,Não constatado
Reveillon,18077088,Poluição sonora,Perturbação do sossego,42,Encerrado,Não constatado,Não constatado
Reveillon,18075910,Poluição sonora,Perturbação do sossego,43,Encerrado,Não constatado,Não constatado
Reveillon,18078376,Poluição sonora,Perturbação do sossego,43,Encerrado,Não constatado,Não constatado
Reveillon,18078387,Poluição sonora,Perturbação do sossego,52,Encerrado,Não constatado,Não constatado
Reveillon,18077761,Poluição sonora,Perturbação do sossego,63,Encerrado,Não constatado,Não constatado
Reveillon,18078185,Poluição sonora,Perturbação do sossego,63,Encerrado,Não constatado,Não constatado
Reveillon,18079523,Poluição sonora,Perturbação do sossego,149,Encerrado,Não constatado,Não constatado
Reveillon,18077935,Poluição sonora,Perturbação do sossego,149,Encerrado,Não constatado,Não constatado
Reveillon,18079445,Poluição sonora,Perturbação do sossego,149,Encerrado,Não constatado,Não constatado
Reveillon,18079473,Poluição sonora,Perturbação do sossego,149,Encerrado,Não constatado,Não constatado
Reveillon,18079637,Poluição sonora,Perturbação do sossego,22,Não Encerrado,Andamento,Aberto
Reveillon,18079649,Poluição sonora,Perturbação do sossego,5,Não Encerrado,Andamento,Em Andamento
Reveillon,18079733,Poluição sonora,Perturbação do sossego,14,Não Encerrado,Andamento,Em Andamento
Reveillon,18079648,Poluição sonora,Perturbação do sossego,5,Não Encerrado,Andamento,Em Andamento
Reveillon,18080330,Poluição sonora,Perturbação do sossego,161,Não Encerrado,Andamento,Em Andamento
Reveillon,18080195,Poluição sonora,Perturbação do sossego,1,Não Encerrado,Andamento,Em Andamento
Reveillon,18079658,Poluição sonora,Perturbação do sossego,20,Não Encerrado,Andamento,Em Andamento
Reveillon,18080391,Poluição sonora,Perturbação do sossego,24,Não Encerrado,Andamento,Em Andamento
Reveillon,18080189,Poluição sonora,Perturbação do sossego,25,Não Encerrado,Andamento,Em Andamento
Reveillon,18080392,Poluição sonora,Perturbação do sossego,24,Não Encerrado,Andamento,Em Andamento
Reveillon,18079630,Poluição sonora,Perturbação do sossego,33,Não Encerrado,Andamento,Em Andamento
Reveillon,18080190,Poluição sonora,Perturbação do sossego,25,Não Encerrado,Andamento,Em Andamento
Reveillon,18079622,Poluição sonora,Perturbação do sossego,27,Não Encerrado,Andamento,Em Andamento
Reveillon,18080115,Poluição sonora,Perturbação do sossego,38,Não Encerrado,Andamento,Em Andamento
Reveillon,18079621,Poluição sonora,Perturbação do sossego,27,Não Encerrado,Andamento,Em Andamento
Reveillon,18080062,Poluição sonora,Perturbação do sossego,24,Não Encerrado,Andamento,Em Andamento
Reveillon,18080035,Poluição sonora,Perturbação do sossego,24,Não Encerrado,Andamento,Em Andamento
Reveillon,18079664,Poluição sonora,Perturbação do sossego,20,Não Encerrado,Andamento,Em Andamento
Reveillon,18079879,Poluição sonora,Perturbação do sossego,114,Não Encerrado,Andamento,Em Andamento
Reveillon,18079624,Poluição sonora,Perturbação do sossego,73,Não Encerrado,Andamento,Em Andamento
Reveillon,18079604,Poluição sonora,Perturbação do sossego,76,Não Encerrado,Andamento,Em Andamento
Reveillon,18080295,Poluição sonora,Perturbação do sossego,89,Não Encerrado,Andamento,Em Andamento
Reveillon,18079858,Poluição sonora,Perturbação do sossego,70,Não Encerrado,Andamento,Em Andamento
Reveillon,18080319,Poluição sonora,Perturbação do sossego,64,Não Encerrado,Andamento,Em Andamento
Reveillon,18079623,Poluição sonora,Perturbação do sossego,101,Não Encerrado,Andamento,Em Andamento
Reveillon,18080307,Poluição sonora,Perturbação do sossego,51,Não Encerrado,Andamento,Em Andamento
Reveillon,18079594,Poluição sonora,Perturbação do sossego,100,Não Encerrado,Andamento,Em Andamento
Reveillon,18080269,Poluição sonora,Perturbação do sossego,128,Não Encerrado,Andamento,Em Andamento
Reveillon,18079656,Poluição sonora,Perturbação do sossego,119,Não Encerrado,Andamento,Em Andamento
Reveillon,18080155,Poluição sonora,Perturbação do sossego,128,Não Encerrado,Andamento,Em Andamento
Reveillon,18080041,Poluição sonora,Perturbação do sossego,132,Não Encerrado,Andamento,Em Andamento
Reveillon,18080032,Poluição sonora,Perturbação do sossego,132,Não Encerrado,Andamento,Em Andamento
Reveillon,18080090,Poluição sonora,Perturbação do sossego,128,Não Encerrado,Andamento,Em Andamento
Reveillon,18080258,Poluição sonora,Perturbação do sossego,128,Não Encerrado,Andamento,Em Andamento
Reveillon,18080145,Poluição sonora,Perturbação do sossego,128,Não Encerrado,Andamento,Em Andamento
Reveillon,18079653,Poluição sonora,Perturbação do sossego,122,Não Encerrado,Andamento,Em Andamento
Reveillon,18080238,Poluição sonora,Perturbação do sossego,128,Não Encerrado,Andamento,Em Andamento
Reveillon,18079620,Poluição sonora,Perturbação do sossego,127,Não Encerrado,Andamento,Em Andamento
Reveillon,18080180,Poluição sonora,Perturbação do sossego,128,Não Encerrado,Andamento,Em Andamento
Reveillon,18079629,Poluição sonora,Perturbação do sossego,128,Não Encerrado,Andamento,Em Andamento
Reveillon,18079626,Poluição sonora,Perturbação do sossego,125,Não Encerrado,Andamento,Em Andamento
Reveillon,18080267,Poluição sonora,Perturbação do sossego,140,Não Encerrado,Andamento,Em Andamento
Reveillon,18080165,Poluição sonora,Perturbação do sossego,147,Não Encerrado,Andamento,Em Andamento
Reveillon,18079895,Poluição sonora,Perturbação do sossego,149,Não Encerrado,Andamento,Em Andamento
Reveillon,18080124,Poluição sonora,Perturbação do sossego,139,Não Encerrado,Andamento,Em Andamento
Reveillon,18079601,Poluição sonora,Perturbação do sossego,33,Encerrado,Não constatado,Não constatado
Reveillon,18079614,Poluição sonora,Perturbação do sossego,26,Encerrado,Não constatado,Não constatado
Reveillon,18080382,Poluição sonora,Perturbação do sossego,64,Encerrado,Não constatado,Não constatado
Reveillon,18079782,Poluição sonora,Perturbação do sossego,132,Encerrado,Não constatado,Não constatado
Reveillon,18079707,Poluição sonora,Perturbação do sossego,144,Encerrado,Não constatado,Não constatado
Reveillon,18079616,Poluição sonora,Perturbação do sossego,151,Encerrado,Não constatado,Não constatado
Reveillon,18079970,Poluição sonora,Perturbação do sossego,149,Encerrado,Atendido,Fechado com solução
Reveillon,18079972,Poluição sonora,Perturbação do sossego,149,Encerrado,Atendido,Fechado com solução
Reveillon,18080335,Poluição sonora,Perturbação do sossego,64,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18080337,Poluição sonora,Perturbação do sossego,64,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18080341,Poluição sonora,Perturbação do sossego,64,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18079926,Poluição sonora,Perturbação do sossego,42,Encerrado,Não atendido,Sem possibilidade de atendimento
Reveillon,18080205,Poluição sonora,Perturbação do sossego,144,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17662083,Poluição sonora,Perturbação do sossego,12,Encerrado,Atendido,Fechado com solução
Rock in Rio,17679986,Poluição sonora,Perturbação do sossego,24,Encerrado,Atendido,Fechado com solução
Rock in Rio,17663234,Poluição sonora,Perturbação do sossego,28,Encerrado,Atendido,Fechado com solução
Rock in Rio,17684221,Poluição sonora,Perturbação do sossego,42,Encerrado,Atendido,Fechado com solução
Rock in Rio,17684216,Poluição sonora,Perturbação do sossego,42,Encerrado,Atendido,Fechado com solução
Rock in Rio,17684220,Poluição sonora,Perturbação do sossego,42,Encerrado,Atendido,Fechado com solução
Rock in Rio,17684125,Poluição sonora,Perturbação do sossego,43,Encerrado,Atendido,Fechado com solução
Rock in Rio,17684496,Poluição sonora,Perturbação do sossego,43,Encerrado,Atendido,Fechado com solução
Rock in Rio,17684395,Poluição sonora,Perturbação do sossego,43,Encerrado,Atendido,Fechado com solução
Rock in Rio,17684494,Poluição sonora,Perturbação do sossego,43,Encerrado,Atendido,Fechado com solução
Rock in Rio,17685026,Poluição sonora,Perturbação do sossego,48,Encerrado,Atendido,Fechado com solução
Rock in Rio,17684132,Poluição sonora,Perturbação do sossego,50,Encerrado,Atendido,Fechado com solução
Rock in Rio,17662396,Poluição sonora,Perturbação do sossego,59,Encerrado,Atendido,Fechado com solução
Rock in Rio,17682444,Poluição sonora,Perturbação do sossego,64,Encerrado,Atendido,Fechado com solução
Rock in Rio,17682502,Poluição sonora,Perturbação do sossego,64,Encerrado,Atendido,Fechado com solução
Rock in Rio,17682475,Poluição sonora,Perturbação do sossego,64,Encerrado,Atendido,Fechado com solução
Rock in Rio,17682439,Poluição sonora,Perturbação do sossego,64,Encerrado,Atendido,Fechado com solução
Rock in Rio,17684949,Poluição sonora,Perturbação do sossego,65,Encerrado,Atendido,Fechado com solução
Rock in Rio,17661669,Poluição sonora,Perturbação do sossego,66,Encerrado,Atendido,Fechado com solução
Rock in Rio,17685088,Poluição sonora,Perturbação do sossego,68,Encerrado,Atendido,Fechado com solução
Rock in Rio,17663056,Poluição sonora,Perturbação do sossego,127,Encerrado,Atendido,Fechado com solução
Rock in Rio,17661947,Poluição sonora,Perturbação do sossego,144,Encerrado,Atendido,Fechado com solução
Rock in Rio,17684038,Poluição sonora,Perturbação do sossego,151,Encerrado,Atendido,Fechado com solução
Rock in Rio,17661509,Poluição sonora,Perturbação do sossego,3,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17684440,Poluição sonora,Perturbação do sossego,3,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663500,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17684056,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664569,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17684131,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661335,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17684368,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661458,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664234,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664551,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664560,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664556,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664241,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664707,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682514,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17659216,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661732,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17680159,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17684082,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17684249,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663290,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661670,Poluição sonora,Perturbação do sossego,5,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661792,Poluição sonora,Perturbação do sossego,7,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17684666,Poluição sonora,Perturbação do sossego,7,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663584,Poluição sonora,Perturbação do sossego,7,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663496,Poluição sonora,Perturbação do sossego,9,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17681341,Poluição sonora,Perturbação do sossego,9,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682226,Poluição sonora,Perturbação do sossego,9,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17658720,Poluição sonora,Perturbação do sossego,10,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17658718,Poluição sonora,Perturbação do sossego,10,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682497,Poluição sonora,Perturbação do sossego,10,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682453,Poluição sonora,Perturbação do sossego,12,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17685110,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17681869,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664661,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664657,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664019,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17685030,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17683808,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663449,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17659248,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663410,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661847,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661846,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663337,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682531,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682544,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682488,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661720,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664461,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17683477,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17683500,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661848,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17662705,Poluição sonora,Perturbação do sossego,14,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17681564,Poluição sonora,Perturbação do sossego,15,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17685258,Poluição sonora,Perturbação do sossego,15,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663478,Poluição sonora,Perturbação do sossego,15,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663177,Poluição sonora,Perturbação do sossego,15,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664674,Poluição sonora,Perturbação do sossego,16,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664646,Poluição sonora,Perturbação do sossego,16,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664678,Poluição sonora,Perturbação do sossego,16,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664705,Poluição sonora,Perturbação do sossego,16,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664650,Poluição sonora,Perturbação do sossego,16,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664639,Poluição sonora,Perturbação do sossego,16,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17681473,Poluição sonora,Perturbação do sossego,17,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17681874,Poluição sonora,Perturbação do sossego,18,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663389,Poluição sonora,Perturbação do sossego,18,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17679482,Poluição sonora,Perturbação do sossego,18,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17659324,Poluição sonora,Perturbação do sossego,18,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17679543,Poluição sonora,Perturbação do sossego,18,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664632,Poluição sonora,Perturbação do sossego,18,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17679952,Poluição sonora,Perturbação do sossego,18,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17681117,Poluição sonora,Perturbação do sossego,18,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661025,Poluição sonora,Perturbação do sossego,18,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17683883,Poluição sonora,Perturbação do sossego,18,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17685631,Poluição sonora,Perturbação do sossego,19,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661310,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682493,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661820,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661662,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682638,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682561,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17664041,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663543,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682105,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661610,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682106,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17677827,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17674592,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661822,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661257,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17678633,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17685502,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682518,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17684007,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17663542,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682436,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682634,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682801,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682598,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17684559,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682500,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661821,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17678408,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17678630,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661742,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661375,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17661824,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17682477,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
Rock in Rio,17678541,Poluição sonora,Perturbação do sossego,20,Encerrado,Não atendido,Sem possibilidade de atendimento
